#time_boot,lat,lon,alt,relative_alt,vx,vy,vz,heading
1911.376,55.3668148,10.4313547,36.240,-0.700,-0.05,0.00,0.00,350.42
1969.801,55.3668942,10.4312679,36.530,-0.410,-0.04,0.00,0.00,4.06
1970.001,55.3668909,10.4312707,36.530,-0.410,-0.04,0.00,0.00,7.40
1970.401,55.3668880,10.4312735,36.510,-0.430,-0.16,0.00,0.00,5.13
1970.603,55.3668853,10.4312757,36.490,-0.450,-0.06,0.00,0.00,356.57
1971.004,55.3668826,10.4312783,36.510,-0.430,-0.04,0.00,0.00,348.06
1971.406,55.3668805,10.4312792,36.480,-0.460,-0.15,0.00,0.00,343.26
1971.587,55.3668781,10.4312799,36.460,-0.480,-0.02,0.00,0.00,325.47
1971.988,55.3668754,10.4312811,36.480,-0.460,-0.05,0.00,0.00,303.00
1972.389,55.3668732,10.4312804,36.490,-0.450,0.09,0.00,0.00,287.85
1972.610,55.3668715,10.4312799,36.550,-0.390,0.01,0.00,0.00,288.54
1972.991,55.3668702,10.4312782,36.490,-0.450,-0.17,0.00,0.00,286.53
1973.192,55.3668684,10.4312766,36.510,-0.430,0.05,0.00,0.00,277.59
1973.613,55.3668661,10.4312751,36.450,-0.490,-0.18,0.00,0.00,277.56
1973.995,55.3668640,10.4312719,36.470,-0.470,0.09,0.00,0.00,280.62
1974.196,55.3668618,10.4312685,36.410,-0.530,-0.20,0.00,0.00,287.31
1974.598,55.3668596,10.4312661,36.380,-0.560,-0.01,0.00,0.00,287.72
1974.799,55.3668573,10.4312631,36.310,-0.630,-0.11,0.00,0.00,278.75
1975.200,55.3668544,10.4312593,36.280,-0.660,-0.07,0.00,0.00,270.04
1975.602,55.3668510,10.4312555,36.240,-0.700,-0.33,0.00,0.00,267.17
1975.803,55.3668470,10.4312520,36.250,-0.690,-0.12,0.00,0.00,265.58
1976.185,55.3668431,10.4312479,36.270,-0.670,-0.04,0.00,0.00,265.29
1976.406,55.3668394,10.4312439,36.320,-0.620,-0.11,0.00,0.00,261.51
1976.768,55.3668354,10.4312398,36.330,-0.610,-0.01,0.00,0.00,259.45
1977.188,55.3668314,10.4312362,36.360,-0.580,-0.13,0.00,0.00,254.74
1977.388,55.3668276,10.4312325,36.360,-0.580,0.04,0.00,0.00,249.49
1977.789,55.3668237,10.4312282,36.410,-0.530,-0.16,0.00,0.00,246.31
1977.990,55.3668196,10.4312238,36.390,-0.550,0.02,0.00,0.00,246.37
1978.391,55.3668157,10.4312191,36.400,-0.540,-0.16,0.00,0.00,244.77
1978.794,55.3668119,10.4312144,36.400,-0.540,0.09,0.00,0.00,234.62
1978.974,55.3668078,10.4312103,36.380,-0.560,-0.27,0.00,0.00,230.64
1979.395,55.3668036,10.4312060,36.350,-0.590,0.04,0.00,0.00,228.74
1979.778,55.3668000,10.4312011,36.340,-0.600,0.00,0.00,0.00,235.65
1979.979,55.3667968,10.4311954,36.400,-0.540,-0.01,0.00,0.00,234.98
1980.379,55.3667937,10.4311901,36.370,-0.570,-0.05,0.00,0.00,239.71
1980.579,55.3667906,10.4311854,36.390,-0.550,-0.19,0.00,0.00,236.18
1980.981,55.3667877,10.4311807,36.380,-0.560,0.07,0.00,0.00,233.84
1981.382,55.3667851,10.4311757,36.380,-0.560,-0.27,0.00,0.00,235.47
1981.584,55.3667829,10.4311697,36.340,-0.600,0.07,0.00,0.00,241.13
1981.984,55.3667810,10.4311643,36.340,-0.600,-0.03,0.00,0.00,242.92
1982.185,55.3667795,10.4311586,36.540,-0.400,0.08,0.00,0.00,242.94
1982.587,55.3667780,10.4311529,36.750,-0.190,-0.07,0.00,0.00,249.25
1982.987,55.3667767,10.4311474,36.840,-0.100,-0.12,0.00,0.00,251.84
1983.188,55.3667759,10.4311419,36.920,-0.020,0.17,0.00,0.00,254.84
1983.589,55.3667754,10.4311362,37.030,0.090,-0.10,0.00,0.00,261.05
1983.769,55.3667745,10.4311305,37.010,0.070,-0.04,0.00,0.00,264.08
1984.189,55.3667737,10.4311248,37.020,0.080,-0.21,0.00,0.00,264.07
1984.592,55.3667731,10.4311191,37.030,0.090,0.18,0.00,0.00,261.75
1984.792,55.3667726,10.4311134,37.030,0.090,-0.20,0.00,0.00,267.24
1985.192,55.3667719,10.4311074,36.990,0.050,0.13,0.00,0.00,265.62
1985.393,55.3667713,10.4311015,36.970,0.030,0.08,0.00,0.00,265.71
1985.796,55.3667708,10.4310957,36.940,0.000,0.02,0.00,0.00,263.79
1986.196,55.3667703,10.4310898,36.890,-0.050,0.00,0.00,0.00,265.51
1986.377,55.3667695,10.4310840,36.800,-0.140,-0.11,0.00,0.00,259.92
1986.798,55.3667691,10.4310786,36.690,-0.250,0.16,0.00,0.00,254.71
1986.979,55.3667686,10.4310729,36.670,-0.270,-0.14,0.00,0.00,255.42
1987.381,55.3667679,10.4310662,36.510,-0.430,0.00,0.00,0.00,256.79
1987.783,55.3667675,10.4310597,36.440,-0.500,-0.11,0.00,0.00,259.03
1987.983,55.3667675,10.4310530,36.510,-0.430,0.23,0.00,0.00,255.75
1988.384,55.3667673,10.4310464,36.510,-0.430,-0.27,0.00,0.00,261.81
1988.586,55.3667669,10.4310398,36.500,-0.440,0.04,0.00,0.00,262.27
1988.987,55.3667663,10.4310333,36.520,-0.420,0.03,0.00,0.00,260.36
1989.387,55.3667663,10.4310266,36.570,-0.370,0.01,0.00,0.00,255.85
1989.588,55.3667663,10.4310197,36.560,-0.380,-0.02,0.00,0.00,259.32
1989.989,55.3667662,10.4310131,36.590,-0.350,-0.07,0.00,0.00,258.43
1990.189,55.3667664,10.4310062,36.610,-0.330,0.28,0.00,0.00,259.34
1990.591,55.3667666,10.4309996,36.670,-0.270,-0.10,0.00,0.00,266.13
1990.992,55.3667660,10.4309923,36.660,-0.280,0.07,0.00,0.00,267.19
1991.193,55.3667653,10.4309863,36.650,-0.290,-0.12,0.00,0.00,268.60
1991.614,55.3667646,10.4309798,36.670,-0.270,0.23,0.00,0.00,261.39
1991.795,55.3667641,10.4309732,36.650,-0.290,-0.15,0.00,0.00,262.14
1992.197,55.3667635,10.4309662,36.630,-0.310,0.04,0.00,0.00,261.21
1992.598,55.3667634,10.4309592,36.600,-0.340,0.11,0.00,0.00,264.90
1992.799,55.3667639,10.4309522,36.660,-0.280,0.08,0.00,0.00,262.44
1993.200,55.3667642,10.4309456,36.640,-0.300,-0.02,0.00,0.00,263.39
1993.401,55.3667643,10.4309389,36.660,-0.280,0.02,0.00,0.00,263.30
1993.802,55.3667652,10.4309323,36.660,-0.280,0.11,0.00,0.00,261.16
1994.202,55.3667661,10.4309256,36.720,-0.220,-0.06,0.00,0.00,262.42
1994.403,55.3667668,10.4309187,36.740,-0.200,0.12,0.00,0.00,261.51
1994.804,55.3667678,10.4309119,36.760,-0.180,-0.15,0.00,0.00,262.79
1995.184,55.3667690,10.4309050,36.800,-0.140,0.25,0.00,0.00,258.88
1995.385,55.3667698,10.4308982,36.830,-0.110,-0.10,0.00,0.00,258.39
1995.787,55.3667705,10.4308912,36.840,-0.100,0.09,0.00,0.00,255.42
1995.987,55.3667714,10.4308842,36.830,-0.110,0.11,0.00,0.00,256.22
1996.388,55.3667720,10.4308776,36.860,-0.080,0.06,0.00,0.00,254.00
1996.789,55.3667721,10.4308708,36.810,-0.130,-0.03,0.00,0.00,254.12
1996.989,55.3667720,10.4308639,36.820,-0.120,-0.03,0.00,0.00,254.66
1997.389,55.3667721,10.4308569,36.830,-0.110,0.22,0.00,0.00,253.84
1997.609,55.3667719,10.4308503,36.850,-0.090,-0.05,0.00,0.00,254.79
1997.992,55.3667717,10.4308433,36.850,-0.090,0.13,0.00,0.00,255.54
1998.392,55.3667715,10.4308369,36.840,-0.100,-0.07,0.00,0.00,259.72
1998.596,55.3667714,10.4308303,36.860,-0.080,0.22,0.00,0.00,255.08
1998.997,55.3667708,10.4308234,36.830,-0.110,-0.09,0.00,0.00,255.09
1999.178,55.3667696,10.4308165,36.820,-0.120,0.07,0.00,0.00,254.02
1999.601,55.3667693,10.4308096,36.790,-0.150,0.07,0.00,0.00,257.97
1999.983,55.3667693,10.4308029,36.800,-0.140,0.06,0.00,0.00,256.30
2000.183,55.3667692,10.4307966,36.720,-0.220,-0.08,0.00,0.00,255.88
2000.586,55.3667689,10.4307904,36.700,-0.240,0.01,0.00,0.00,254.54
2000.787,55.3667690,10.4307841,36.670,-0.270,0.22,0.00,0.00,251.76
2001.189,55.3667693,10.4307777,36.680,-0.260,-0.05,0.00,0.00,253.59
2001.592,55.3667694,10.4307710,36.610,-0.330,-0.03,0.00,0.00,254.31
2001.793,55.3667692,10.4307644,36.570,-0.370,-0.15,0.00,0.00,259.72
2002.194,55.3667696,10.4307578,36.540,-0.400,0.12,0.00,0.00,257.54
2002.395,55.3667699,10.4307513,36.500,-0.440,-0.13,0.00,0.00,256.43
2002.777,55.3667700,10.4307448,36.440,-0.500,-0.01,0.00,0.00,256.34
2003.198,55.3667705,10.4307384,36.380,-0.560,-0.17,0.00,0.00,254.17
2003.379,55.3667712,10.4307319,36.340,-0.600,0.16,0.00,0.00,250.01
2003.782,55.3667717,10.4307250,36.310,-0.630,-0.28,0.00,0.00,254.36
2004.182,55.3667719,10.4307176,36.270,-0.670,0.03,0.00,0.00,260.55
2004.382,55.3667726,10.4307105,36.280,-0.660,-0.06,0.00,0.00,265.38
2004.784,55.3667740,10.4307039,36.340,-0.600,0.13,0.00,0.00,270.58
2004.984,55.3667761,10.4306969,36.320,-0.620,-0.18,0.00,0.00,279.89
2005.384,55.3667786,10.4306910,36.280,-0.660,-0.06,0.00,0.00,286.78
2005.786,55.3667813,10.4306870,36.210,-0.730,0.00,0.00,0.00,292.71
2005.987,55.3667836,10.4306833,36.210,-0.730,-0.07,0.00,0.00,293.21
2006.388,55.3667857,10.4306791,36.120,-0.820,-0.27,0.00,0.00,299.22
2006.589,55.3667875,10.4306756,36.080,-0.860,-0.19,0.00,0.00,298.92
2006.990,55.3667892,10.4306723,36.040,-0.900,0.03,0.00,0.00,294.97
2007.390,55.3667913,10.4306694,36.070,-0.870,-0.10,0.00,0.00,292.46
2007.591,55.3667932,10.4306651,36.030,-0.910,-0.19,0.00,0.00,299.68
2007.991,55.3667955,10.4306611,36.010,-0.930,-0.11,0.00,0.00,302.16
2008.191,55.3667978,10.4306574,36.010,-0.930,0.01,0.00,0.00,301.31
2008.591,55.3668002,10.4306543,36.040,-0.900,-0.23,0.00,0.00,303.13
2008.992,55.3668027,10.4306502,35.980,-0.960,-0.11,0.00,0.00,308.03
2009.192,55.3668054,10.4306463,35.970,-0.970,-0.19,0.00,0.00,314.19
2009.614,55.3668082,10.4306432,35.950,-0.990,0.00,0.00,0.00,310.86
2009.794,55.3668110,10.4306403,35.950,-0.990,-0.24,0.00,0.00,310.05
2010.194,55.3668143,10.4306364,35.900,-1.040,0.00,0.00,0.00,312.49
2010.595,55.3668179,10.4306328,35.900,-1.040,-0.13,0.00,0.00,314.32
2010.795,55.3668211,10.4306297,35.880,-1.060,0.05,0.00,0.00,310.50
2011.176,55.3668246,10.4306269,35.830,-1.110,-0.33,0.00,0.00,313.47
2011.376,55.3668287,10.4306231,35.720,-1.220,-0.02,0.00,0.00,321.48
2011.797,55.3668329,10.4306202,35.660,-1.280,-0.19,0.00,0.00,326.42
2012.178,55.3668368,10.4306177,35.620,-1.320,0.00,0.00,0.00,325.44
2012.378,55.3668402,10.4306148,35.560,-1.380,-0.33,0.00,0.00,326.67
2012.779,55.3668437,10.4306113,35.510,-1.430,-0.05,0.00,0.00,325.85
2012.979,55.3668475,10.4306078,35.490,-1.450,-0.11,0.00,0.00,328.34
2013.399,55.3668517,10.4306049,35.510,-1.430,0.01,0.00,0.00,327.48
2013.781,55.3668559,10.4306016,35.470,-1.470,-0.25,0.00,0.00,330.16
2014.001,55.3668603,10.4305983,35.460,-1.480,-0.11,0.00,0.00,330.38
2014.382,55.3668648,10.4305956,35.440,-1.500,-0.14,0.00,0.00,328.50
2014.583,55.3668691,10.4305932,35.430,-1.510,-0.30,0.00,0.00,327.92
2014.984,55.3668736,10.4305899,35.340,-1.600,-0.17,0.00,0.00,330.17
2015.384,55.3668785,10.4305873,35.330,-1.610,-0.16,0.00,0.00,334.82
2015.605,55.3668830,10.4305854,35.310,-1.630,-0.04,0.00,0.00,332.25
2016.007,55.3668871,10.4305826,35.290,-1.650,-0.28,0.00,0.00,327.94
2016.187,55.3668915,10.4305794,35.260,-1.680,0.00,0.00,0.00,324.99
2016.589,55.3668961,10.4305769,35.270,-1.670,-0.15,0.00,0.00,326.73
2016.989,55.3669005,10.4305752,35.310,-1.630,-0.02,0.00,0.00,324.35
2017.189,55.3669050,10.4305730,35.310,-1.630,-0.28,0.00,0.00,327.98
2017.590,55.3669094,10.4305702,35.330,-1.610,-0.02,0.00,0.00,331.47
2017.790,55.3669133,10.4305681,35.320,-1.620,-0.05,0.00,0.00,332.57
2018.190,55.3669171,10.4305663,35.370,-1.570,-0.10,0.00,0.00,333.16
2018.592,55.3669207,10.4305641,35.360,-1.580,-0.09,0.00,0.00,335.28
2018.792,55.3669238,10.4305624,35.380,-1.560,-0.23,0.00,0.00,337.54
2019.192,55.3669267,10.4305616,35.400,-1.540,0.02,0.00,0.00,332.64
2019.392,55.3669299,10.4305604,35.410,-1.530,-0.23,0.00,0.00,335.96
2019.793,55.3669328,10.4305583,35.420,-1.520,0.11,0.00,0.00,330.71
2020.194,55.3669353,10.4305565,35.420,-1.520,-0.10,0.00,0.00,329.40
2020.395,55.3669377,10.4305556,35.460,-1.480,0.10,0.00,0.00,326.28
